State,District,Latitude,Longitude,District code,Population,Male,Female,Literate,Workers,LPG_or_PNG_Households,Households_with_Internet,Housholds_with_Electric_Lighting,Rural_Households,Urban_Households,Total_Power_Parity,sex_ratio,literacy_rate
Andhra Pradesh,Adilabad,19.284513950073435,78.81321233480176,532,2741239,1369597,1371642,1483347,1323667,194954,5512,566108,597466,220248,4181,100.0,54.0
Andhra Pradesh,Anantapur,14.312065561843148,77.4601584478577,553,4081148,2064495,2016653,2310960,2036166,223016,8606,897970,902997,341431,5799,98.0,57.0
Andhra Pradesh,Chittoor,13.33109263067696,78.92763898886037,554,4174064,2090204,2083860,2667878,1933357,324406,13763,944555,907970,395900,5926,100.0,64.0
Andhra Pradesh,East Godavari,16.782718320784902,82.2432074720511,545,5154296,2569688,2584608,3288577,2093681,479914,22411,1297273,1199479,406362,7211,101.0,64.0
Andhra Pradesh,Guntur,15.884925767634847,80.58657614107885,548,4887813,2440521,2447292,2960441,2381624,648568,19383,1186028,1069877,513113,6981,100.0,61.0
Andhra Pradesh,Hyderabad,17.38971555555556,78.46668888888888,536,3943323,2018575,1924748,2892155,1413297,581509,149034,869721,0,1066289,11071,95.0,73.0
Andhra Pradesh,Karimnagar,18.515483193277312,79.43765428571413,534,3776269,1880800,1895469,2206829,1876768,344667,8831,926768,877236,288044,5251,101.0,58.0
Andhra Pradesh,Khammam,17.683921325051784,80.67008643892335,541,2797370,1390988,1406382,1630234,1410062,219710,8628,668519,669262,201363,3836,101.0,58.0
Andhra Pradesh,Krishna,16.143872753151673,81.14805061000413,547,4517398,2267375,2250023,3009718,2048880,632890,30438,1163932,909292,567042,6983,99.0,67.0
Andhra Pradesh,Kurnool,15.43759715142429,77.90086836581717,552,4053463,2039227,2014236,2127161,2029425,195001,10081,816721,783853,306982,5301,99.0,52.0
Andhra Pradesh,Mahbubnagar,16.639546224256293,77.98933089244859,538,4053028,2050386,2002642,1940646,2082501,136843,6153,757821,848963,161052,4695,98.0,48.0
Andhra Pradesh,Medak,17.889304978038055,78.13778901903379,535,3033288,1523030,1510258,1637137,1442203,163074,8635,604719,593653,195479,3874,99.0,54.0
Andhra Pradesh,Nalgonda,17.113250515463907,79.16984453608244,539,3488809,1759772,1729037,2001019,1741693,228818,7715,789225,833504,197433,4468,98.0,57.0
Andhra Pradesh,Nizamabad,18.429485849056604,78.07523490566035,533,2551335,1250641,1300694,1389810,1261076,186740,5261,545913,565165,155133,3458,104.0,54.0
Andhra Pradesh,Prakasam,15.489039001601704,80.11665790176184,549,3397448,1714764,1682684,1904435,1700567,290947,6151,763746,873486,214089,4304,98.0,56.0
Andhra Pradesh,Srikakulam,18.570900998697432,84.25874814010675,542,2703114,1341738,1361376,1495381,1290288,149554,3988,615432,752752,149684,3301,101.0,55.0
Andhra Pradesh,Vizianagaram,18.28329696032972,83.45982854198873,543,2344474,1161477,1182997,1238388,1157962,140361,4453,527736,592458,157056,3103,102.0,53.0
Andhra Pradesh,Warangal,18.01752608695651,79.87422028985509,540,3512576,1759281,1753295,2065023,1705655,237349,12952,828077,758738,288249,4762,100.0,59.0
Andhra Pradesh,West Godavari,16.63297943925236,81.45912990654196,546,3936966,1964918,1972048,2652389,1773112,435334,12050,1017568,1007255,248373,5485,100.0,67.0
Arunachal Pradesh,Changlang,27.36048479338845,96.37552644628106,253,148226,76948,71278,73174,62966,4762,170,14593,33422,6498,348,93.0,49.0
Arunachal Pradesh,East Kameng,27.371194055944056,93.04741486013997,247,78690,38775,39915,38449,31710,3583,57,5318,14503,5215,348,103.0,49.0
Arunachal Pradesh,East Siang,28.15382352941176,95.06499226006191,251,99214,50116,49098,62576,40222,4866,450,14231,19497,9524,644,98.0,63.0
Arunachal Pradesh,Kurung Kumey,28.04853351800553,93.24531994459834,256,92076,45318,46758,36606,38044,586,95,3911,18603,1092,348,103.0,40.0
Arunachal Pradesh,Lohit,27.946785273972623,96.59670770547945,259,145726,76221,69505,83062,60945,6549,312,17157,33599,11372,348,91.0,57.0
Arunachal Pradesh,Lower Dibang Valley,28.32651730103806,95.76567335640142,258,54080,28053,26027,31849,22326,3068,207,5932,12000,3950,348,93.0,59.0
Arunachal Pradesh,Lower Subansiri,27.70849297297297,93.96226108108112,255,83030,41843,41187,54057,30202,4211,381,12493,18112,5365,348,98.0,65.0
Arunachal Pradesh,Papum Pare,27.273529716981127,93.54468183962264,248,176573,89182,87391,121048,65772,22966,2477,30539,20308,30180,644,98.0,69.0
Arunachal Pradesh,Tawang,27.680683962264148,91.82504245283016,245,49977,29151,20826,26073,28561,3794,96,8635,10730,2452,348,71.0,52.0
Arunachal Pradesh,Tirap,26.94406229508198,95.41470327868862,254,111975,57604,54371,47974,50169,3104,98,16026,18420,6500,348,94.0,43.0
Arunachal Pradesh,Upper Siang,28.8309244897959,95.00155765306124,252,35320,18699,16621,18195,17644,1504,97,6198,8569,2182,348,89.0,52.0
Arunachal Pradesh,Upper Subansiri,28.277196566523585,93.8991435622318,249,83448,41758,41690,45278,33370,3123,139,5373,14542,4672,348,100.0,54.0
Arunachal Pradesh,West Kameng,27.46486582278483,92.65015750452083,246,83947,46155,37792,48492,42493,7133,202,14188,17889,6306,348,82.0,58.0
Arunachal Pradesh,West Siang,28.106296920289843,94.53510344202908,250,112274,58168,54106,64746,49177,6115,303,14204,22272,8503,348,93.0,58.0
Assam,Barpeta,26.427872264631056,90.97912010178116,303,1693622,867004,826618,897058,561824,50806,2078,84804,447189,52192,348,95.0,53.0
Assam,Bongaigaon,26.45012521994133,90.6734296187684,319,738804,375818,362986,434078,255806,29937,2523,49866,181923,38470,348,97.0,59.0
Assam,Cachar,24.815570668693017,92.86849650455927,316,1736617,886284,850333,1174128,608062,62135,5316,140205,346227,88933,348,96.0,68.0
Assam,Darrang,26.58463215962442,92.04141338028155,325,928500,475273,453227,487039,324843,17676,1166,45444,268517,20189,348,95.0,52.0
Assam,Dhemaji,27.586533438485816,94.71336908517353,308,686133,351249,334884,423028,316800,16547,1192,28195,211758,16504,348,95.0,62.0
Assam,Dibrugarh,27.30612284482757,95.0998282327587,310,1326335,676434,649901,884531,560557,76292,8817,136685,299852,77163,348,96.0,67.0
Assam,Goalpara,26.017277777777807,90.59869891598912,302,1008183,513292,494891,563577,362573,21455,1364,78641,228610,39504,348,96.0,56.0
Assam,Golaghat,26.377219709794485,93.82583397823468,313,1066888,543161,523727,721764,479928,40889,3073,82345,292893,34190,348,96.0,68.0
Assam,Hailakandi,24.457496089385486,92.59154664804475,318,659296,337890,321406,407366,214240,11035,1211,44143,159215,16202,348,95.0,62.0
Assam,Jorhat,26.76244824016563,94.30197722567289,312,1092256,556805,535451,794929,498618,71639,5651,122063,286330,80824,348,96.0,73.0
Assam,Kamrup,26.170939452054807,91.58863273972592,321,1517542,778461,739081,995319,628954,70272,3109,122191,390596,43849,348,95.0,66.0
Assam,Karbi Anglong,26.08966454598031,93.11536570271832,314,956313,490167,466146,557214,383441,18763,1923,53918,215691,37185,348,95.0,58.0
Assam,Karimganj,24.69660712250711,92.3679498575498,317,1228686,625864,602822,795297,399171,28261,1933,70951,261945,32695,348,96.0,65.0
Assam,Kokrajhar,26.497246635730868,90.13997470997688,300,887142,452905,434237,489305,341131,15089,1218,41373,204896,17115,348,96.0,55.0
Assam,Lakhimpur,27.14128805970149,94.0775949253732,307,1042137,529674,512463,683486,429995,32104,1948,60296,293239,34694,348,97.0,66.0
Assam,Nagaon,26.26462170626351,92.9306191144708,305,2823768,1439112,1384656,1710716,979998,89206,5121,195631,674999,124186,348,96.0,61.0
Assam,Nalbari,26.46323767605632,91.40598521126763,323,771639,396006,375633,531771,267623,37849,1631,68313,210706,28238,348,95.0,69.0
Assam,Sonitpur,26.73514926829268,92.85197804878044,306,1924110,983904,940206,1108572,770606,70047,4358,133368,483325,64528,348,96.0,58.0
Assam,Tinsukia,27.53549291139241,95.69055949367085,309,1327929,680231,647698,798322,557196,70471,5135,161718,290704,90910,348,95.0,60.0
Bihar,Araria,26.211528119180603,87.30766554934816,209,2811569,1463333,1348236,1195768,1069893,17004,2561,43290,659061,44213,2035,92.0,43.0
Bihar,Aurangabad,24.774291867469877,84.45986024096379,235,2540073,1318684,1221389,1466002,837770,24106,2362,44456,428291,49006,2215,93.0,58.0
Bihar,Aurangabad,24.774291867469877,84.45986024096379,515,3701282,1924469,1776813,2503837,1575079,246324,23258,589477,551789,427343,8119,92.0,68.0
Maharashtra,Aurangabad,20.0979228832952,75.32072196796334,235,2540073,1318684,1221389,1466002,837770,24106,2362,44456,428291,49006,2215,93.0,58.0
Maharashtra,Aurangabad,20.0979228832952,75.32072196796334,515,3701282,1924469,1776813,2503837,1575079,246324,23258,589477,551789,427343,8119,92.0,68.0
Bihar,Banka,24.832355642023337,86.8664916342413,225,2034763,1067140,967623,965321,771080,15459,1704,62359,425604,18492,1738,91.0,47.0
Bihar,Begusarai,25.54302613168723,86.12560144032932,222,2970541,1567660,1402881,1548673,938182,49493,4644,120373,594377,139248,2354,89.0,52.0
Bihar,Bhagalpur,25.277192885375477,87.04213814229242,224,3037766,1615663,1422103,1573066,983528,63241,6764,174534,522527,130634,2814,88.0,52.0
Bihar,Bhojpur,25.50666439393939,84.49407803030304,231,2728407,1430380,1298027,1599151,822493,45763,3661,62153,434559,77368,2600,91.0,59.0
Bihar,Buxar,25.48593018867924,84.08808081760995,232,1706352,887977,818375,989807,538322,27362,1784,46760,299252,35405,1556,92.0,58.0
Bihar,Darbhanga,26.146187719298258,85.97387352472099,215,3937385,2059949,1877436,1816634,1223640,59510,6280,127442,907174,95539,3514,91.0,46.0
Bihar,Gaya,24.7266541547278,84.94291217765044,236,4391418,2266566,2124852,2297613,1664062,57738,6856,112617,696289,111282,3998,94.0,52.0
Bihar,Gopalganj,26.44874364161851,84.34636127167629,217,2562012,1267666,1294346,1382998,728201,31193,3707,69375,515925,38133,2370,102.0,54.0
Bihar,Jamui,24.78418380462726,86.26316298200514,238,1760405,916064,844341,858588,727571,12984,1839,32633,325909,30851,1516,92.0,49.0
Bihar,Jehanabad,25.155679045643165,84.9208124481328,239,1125313,585582,539731,618881,365378,15507,1106,27641,186660,28132,960,92.0,55.0
Bihar,Katihar,25.56565356037151,87.70466083591326,212,3071029,1600430,1470599,1280190,1013566,32570,2941,60900,668232,69838,2516,92.0,42.0
Bihar,Khagaria,25.53558891454964,86.56593256351037,223,1666886,883786,783100,768028,560805,15401,1580,40641,373696,21007,1254,89.0,46.0
Bihar,Kishanganj,26.324336758321294,87.95045007235886,210,1690400,866970,823430,745056,529064,11715,1093,58718,401793,43357,1347,95.0,44.0
Bihar,Lakhisarai,25.183449321266963,86.12825701357468,227,1000912,526345,474567,507270,326576,12938,1186,44491,175882,31763,904,90.0,51.0
Bihar,Madhepura,25.77341929460581,86.8978443983403,213,2001762,1047559,954203,834577,777546,12302,1397,23236,486278,24000,1494,91.0,42.0
Bihar,Madhubani,26.41380538172716,86.16328360450552,207,4487379,2329313,2158066,2155338,1636938,47090,5319,113281,1047552,41234,3520,93.0,48.0
Bihar,Munger,25.198537962962963,86.54173672839504,226,1367765,729041,638724,801817,426658,49141,2653,90461,222281,85782,1424,88.0,59.0
Bihar,Muzaffarpur,26.18664417177915,85.32745092024543,216,4801062,2527497,2273565,2509232,1547586,87796,10290,180651,998694,120700,4105,90.0,52.0
Bihar,Nalanda,25.229345508982053,85.48053113772461,229,2877653,1497060,1380593,1519933,1045420,43761,4156,101378,514141,102522,2578,92.0,53.0
Bihar,Nawada,24.825708836206903,85.61594568965519,237,2219146,1144668,1074478,1091012,817041,20522,1841,31162,379551,45323,1924,94.0,49.0
Bihar,Pashchim Champaran,27.16064352201258,84.30265911949685,203,3935042,2061110,1873932,1759481,1478947,38414,3495,57546,839514,96620,3181,91.0,45.0
Bihar,Patna,25.40297114503818,85.3198433587787,230,5838465,3078512,2759953,3459679,1881886,321307,40692,546859,657991,552103,7065,90.0,59.0
Bihar,Purba Champaran,26.68129336734693,85.00382155612242,204,5099371,2681209,2418162,2276957,1737539,52358,7719,74979,1142260,101565,4098,90.0,45.0
Bihar,Purnia,25.81714801901739,87.40447606973065,211,3264619,1699370,1565249,1332326,1143318,33688,4170,86058,712847,85749,2641,92.0,41.0
Bihar,Rohtas,24.99170460829495,83.9350762672811,234,2959918,1543546,1416372,1799832,924879,41659,4594,114893,512383,95678,1555,92.0,61.0
Bihar,Saharsa,25.821270696721303,86.54670819672135,214,1900661,997174,903487,804996,649898,21651,1668,41342,432651,38046,1582,91.0,42.0
Bihar,Samastipur,25.793205563909765,85.94833323308269,221,4261566,2230003,2031563,2142880,1343400,46123,5379,88021,1012979,43486,3500,91.0,50.0
Bihar,Saran,25.89656077844312,84.82266287425155,219,3951862,2022821,1929041,2157454,1040231,51822,4509,94787,701323,76299,3667,95.0,55.0
Bihar,Sheikhpura,25.12472436548223,85.77839390862943,228,636342,329743,306599,328676,224655,6803,631,20065,108293,24345,565,93.0,52.0
Bihar,Sheohar,26.458380748663107,85.29539411764709,205,656246,346673,309573,283698,216372,3983,478,10004,158484,7516,489,89.0,43.0
Bihar,Sitamarhi,26.56570069686413,85.61172491289203,206,3423574,1803252,1620322,1436794,1114583,39465,3460,66263,807294,49670,2679,90.0,42.0
Bihar,Siwan,26.1736372013652,84.33766552901022,218,3330464,1675090,1655374,1930175,932416,42384,3834,52935,632514,41858,3014,99.0,58.0
Bihar,Supaul,26.28157893772896,86.78496465201461,208,2229076,1155283,1073793,1033283,877682,12111,1845,51028,572287,27815,1836,93.0,46.0
Bihar,Vaishali,25.8134703180212,85.39247597173153,220,3495021,1844535,1650486,1926740,1060344,47300,4810,70001,699317,51494,2930,89.0,55.0
Chandigarh,Chandigarh,30.7426,76.75872465753424,55,1055450,580663,474787,805438,404136,168344,44283,231204,8911,289456,34145,82.0,76.0
Chhattisgarh,Bastar,19.393866751269048,81.52895126903546,414,1413199,698487,714712,650863,726531,22075,1782,157646,316425,54894,1529,102.0,46.0
Chhattisgarh,Bilaspur,22.356942982456143,81.99770350877188,30,381956,192764,189192,287620,205871,17262,1574,79146,152458,11987,3666,98.0,75.0
Chhattisgarh,Bilaspur,22.356942982456143,81.99770350877188,406,2663629,1351574,1312055,1596560,1203197,77727,8566,519704,549632,188174,2981,97.0,60.0
Himachal Pradesh,Bilaspur,31.3780422907489,76.65316079295157,30,381956,192764,189192,287620,205871,17262,1574,79146,152458,11987,3666,98.0,75.0
Himachal Pradesh,Bilaspur,31.3780422907489,76.65316079295157,406,2663629,1351574,1312055,1596560,1203197,77727,8566,519704,549632,188174,2981,97.0,60.0
Chhattisgarh,Dhamtari,20.554912627291245,81.7569195519348,412,799781,397897,401884,546833,402895,14568,1016,148926,168689,41792,782,101.0,68.0
Chhattisgarh,Durg,21.194463849287164,81.33181639511197,409,3343872,1682101,1661771,2303378,1496805,129193,16141,614109,533448,349741,4209,99.0,69.0
Chhattisgarh,Jashpur,22.77286167664669,83.8703962075848,402,851669,424747,426922,495415,487360,6628,567,76783,205670,20722,856,101.0,58.0
Chhattisgarh,Korba,22.491712499999995,82.57604326923074,404,1206640,612915,593725,748759,521186,43357,4544,202380,206598,126055,1565,97.0,62.0
Chhattisgarh,Koriya,23.50412776859501,82.12515636363635,400,658917,334737,324180,397823,307071,25605,1667,80023,121852,59763,852,97.0,60.0
Chhattisgarh,Mahasamund,21.223727037773354,82.65925427435384,411,1032754,511967,520787,637963,499260,13200,961,212487,274793,35774,964,102.0,62.0
Chhattisgarh,Raigarh,22.008265068493166,83.27797698630134,403,1493984,750278,743706,951639,690167,27771,3342,297308,354278,66638,1575,99.0,64.0
Chhattisgarh,Raigarh,22.008265068493166,83.27797698630134,520,2634200,1344345,1289855,1939994,1072969,328277,38570,547206,581868,377160,6097,96.0,74.0
Maharashtra,Raigarh,18.453257637845976,73.0090609418579,403,1493984,750278,743706,951639,690167,27771,3342,297308,354278,66638,1575,99.0,64.0
Maharashtra,Raigarh,18.453257637845976,73.0090609418579,520,2634200,1344345,1289855,1939994,1072969,328277,38570,547206,581868,377160,6097,96.0,74.0
Chhattisgarh,Raipur,20.88603153846152,82.20032759615388,410,4063872,2048186,2015686,2629749,1757664,166505,20261,728556,673499,395001,4561,98.0,65.0
Chhattisgarh,Surguja,23.32719278728607,83.23582493887531,401,2359886,1193129,1166757,1187941,1155807,29433,2737,253131,525596,65167,2462,98.0,50.0
Daman and Diu,Daman,20.431616666666677,72.8392366071429,495,191173,124659,66514,150348,105521,25844,1316,49249,10006,61073,34145,53.0,79.0
Daman and Diu,Junagadh,20.72568199498111,70.83985639899612,479,2743082,1404356,1338726,1842818,1123709,144561,6628,498326,489237,287506,5549,95.0,67.0
Gujarat,Junagadh,20.929523011609785,70.54733890140345,479,2743082,1404356,1338726,1842818,1123709,144561,6628,498326,489237,287506,5549,95.0,67.0
Goa,North Goa,15.548723418714054,73.80667997909038,585,818008,416677,401331,663060,327658,132612,23440,173951,115859,209230,2078,96.0,81.0
Goa,South Goa,15.195278658183785,73.941792596877,586,640537,322463,318074,502427,249590,102191,17624,138810,88620,162873,1646,99.0,78.0
Gujarat,Ahmadabad,22.605425564971743,72.23898135593227,474,7214225,3788051,3426174,5435760,2594952,965017,126341,1456046,353169,1845383,18633,90.0,75.0
Gujarat,Amreli,21.04832649310872,71.43457637825426,480,1514190,771049,743141,995459,657139,80378,2538,273331,313714,116899,2825,96.0,66.0
Gujarat,Anand,22.282718206229863,72.57782051557454,482,2092745,1087224,1005521,1551253,844794,147122,9902,378310,413078,208909,4372,92.0,74.0
Gujarat,Banas Kantha,24.258538965517253,71.93205252873561,469,3120506,1610379,1510127,1704923,1248600,84832,3424,396873,666773,137424,4242,94.0,55.0
Gujarat,Bharuch,21.75787276237761,72.67326346710801,488,1551019,805707,745312,1118276,627124,121542,10257,309091,300677,181319,3242,93.0,72.0
Gujarat,Bhavnagar,21.70219390341736,72.16272632761141,481,2880365,1490201,1390164,1887255,1150632,171327,7297,500757,387251,356826,5434,93.0,66.0
Gujarat,Gandhinagar,23.193679790026252,72.67221679790026,473,1391753,723864,667889,1030494,534976,132683,12107,262539,237624,195634,6016,92.0,74.0
Gujarat,Jamnagar,22.410600414263328,69.62062005768233,477,2160119,1114192,1045927,1396534,847440,142974,11573,386538,347158,299167,5028,94.0,65.0
Gujarat,Kachchh,23.48057203301311,68.82192301497916,468,2092371,1096737,995634,1252319,776228,140067,9631,403294,488293,250982,4146,91.0,60.0
Gujarat,Kheda,22.88765312500002,73.018803515625,483,2299885,1185727,1114158,1660243,933983,99982,5710,372226,461479,160547,4252,94.0,72.0
Gujarat,Mahesana,23.529355452865065,72.45545194085031,471,2035064,1056520,978544,1502645,812064,180985,7759,385609,476005,183738,3648,93.0,74.0
Gujarat,Narmada,21.70666386292833,73.68403208722742,487,590297,301086,289211,370336,294795,12997,576,101940,138121,22248,979,96.0,63.0
Gujarat,Navsari,20.866973318871995,72.86184869848157,490,1329672,678165,651507,1001909,591834,114620,6726,267679,267739,141417,3256,96.0,75.0
Gujarat,Panch Mahals,22.80435606837605,73.61984598290586,484,2390776,1226961,1163815,1440805,1097507,59096,3456,398937,463363,104238,3981,95.0,60.0
Gujarat,Patan,23.80634198473284,71.75162977099237,470,1343734,694397,649337,837913,554830,66310,2231,223424,301483,102655,2199,94.0,62.0
Gujarat,Porbandar,21.55092351651571,69.71896987722886,478,585449,300209,285240,393678,231169,41686,1653,117040,96015,87557,1463,95.0,67.0
Gujarat,Rajkot,22.40603377715488,70.83679439383323,476,3804558,1974445,1830113,2725056,1479050,362140,21785,747352,459474,721532,8498,93.0,72.0
Gujarat,Sabar Kantha,23.71803594548552,73.13638790459964,472,2428589,1244231,1184358,1578734,1084878,99037,5262,438606,544024,121509,3934,95.0,65.0
Gujarat,Surat,21.25761372772093,72.93488716344339,492,6081322,3402224,2679098,4571410,2553542,815423,55694,1252452,369840,1529998,16368,79.0,75.0
Gujarat,Surendranagar,22.82672007299272,71.48358740875906,475,1756268,909917,846351,1093626,723500,77857,2975,302068,340788,159810,3227,93.0,62.0
Gujarat,The Dangs,20.801633877551023,73.6883518367347,489,228291,113821,114470,140968,118257,2029,137,29794,52102,7516,325,101.0,62.0
Gujarat,Vadodara,22.26133739279589,73.49433010291594,486,4165626,2153736,2011890,2893080,1693473,411734,53606,798277,547454,692971,9753,93.0,69.0
Gujarat,Valsad,20.44238231644259,72.9148584798345,491,1705678,887222,818456,1170657,743245,137209,11020,329218,262410,235981,3316,92.0,69.0
Haryana,Ambala,30.3503672316384,76.94970310734456,70,1128350,598703,529647,818025,372139,121622,12899,199681,175365,139891,2781,88.0,72.0
Haryana,Bhiwani,28.728868064516128,76.02110225806452,81,1634445,866672,767773,1069871,623006,88938,5292,266244,357047,99235,3349,89.0,65.0
Haryana,Faridabad,28.14873109756098,77.32718536585368,88,1809733,966110,843623,1272739,579229,258422,43437,333171,87700,382981,5080,87.0,70.0
Haryana,Fatehabad,29.57298318584072,75.54608716814157,78,942011,495360,446651,557578,369083,51693,3210,153301,203020,55360,1854,90.0,59.0
Haryana,Gurgaon,28.043894789579163,77.01935130260523,86,1514432,816690,697742,1111116,544716,238359,67087,305751,141703,381988,3107,85.0,73.0
Haryana,Hisar,29.23628731117825,75.84324682779452,80,1743931,931562,812369,1114311,691621,110495,10132,285004,302013,154113,3642,87.0,64.0
Haryana,Jhajjar,28.59651868131869,76.61137142857145,83,958405,514667,443738,676091,326534,70149,5034,168558,211816,78328,2169,86.0,71.0
Haryana,Jind,29.45149821958457,76.29598575667653,77,1334152,713006,621146,832758,523422,78386,5263,222462,278335,89665,2674,87.0,62.0
Haryana,Kaithal,29.96068539094649,76.37698930041155,73,1074304,571003,503301,646529,373899,62668,3724,187349,231091,75696,2046,88.0,60.0
Haryana,Karnal,29.703200647249204,76.87488025889972,74,1505324,797712,707612,978013,516062,143133,11163,267223,292682,135920,3368,89.0,65.0
Haryana,Kurukshetra,30.05652659846548,76.78774680306903,72,964655,510976,453679,646893,336780,90150,7356,171908,203553,88268,2137,89.0,67.0
Haryana,Mahendragarh,28.1352161458333,76.14018072916659,84,922088,486665,435423,630255,338584,45359,2624,135455,223726,44216,1894,89.0,68.0
Haryana,Panchkula,30.700897142857134,76.97173238095236,69,561293,299679,261614,405318,211479,69687,18615,103455,70895,93656,1445,87.0,72.0
Haryana,Panipat,29.34352134146342,76.92895914634147,75,1205437,646857,558580,786599,412318,121846,10024,209965,173502,153804,2559,86.0,65.0
Haryana,Rewari,28.19164714828897,76.55956007604564,85,900332,474335,425997,636947,337727,62667,5121,152651,199449,69305,1979,90.0,71.0
Haryana,Rohtak,28.892517647058817,76.53123235294117,82,1061204,568479,492725,747582,345967,94633,8482,193120,175203,131739,2299,87.0,70.0
Haryana,Sirsa,29.63583446327684,74.90970480225988,79,1295189,682582,612607,782897,502003,70538,6287,215527,245476,93316,2681,90.0,60.0
Himachal Pradesh,Chamba,32.66741814595661,76.39354063116366,23,519080,261320,257760,323842,294035,21458,1615,96082,186395,13836,950,99.0,62.0
Himachal Pradesh,Hamirpur,31.67668481012659,76.49767088607594,28,454768,217070,237698,358091,241931,34978,2521,104120,196116,15232,878,110.0,79.0
Himachal Pradesh,Hamirpur,31.67668481012659,76.49767088607594,168,1104285,593537,510748,653299,443655,20175,1196,55929,256081,55300,1291,86.0,59.0
Uttar Pradesh,Hamirpur,25.738158381502892,79.82619479768789,28,454768,217070,237698,358091,241931,34978,2521,104120,196116,15232,878,110.0,79.0
Uttar Pradesh,Hamirpur,25.738158381502892,79.82619479768789,168,1104285,593537,510748,653299,443655,20175,1196,55929,256081,55300,1291,86.0,59.0
Himachal Pradesh,Kangra,32.14093603238864,76.41205910931173,24,1510075,750591,759484,1152640,675170,148361,8053,330081,588321,39007,2878,101.0,76.0
Himachal Pradesh,Kinnaur,31.60667184065933,78.51613736263741,34,84121,46249,37872,60699,56273,10740,354,17865,44514,0,181,82.0,72.0
Himachal Pradesh,Kullu,31.90911922077925,77.40922649350647,26,437903,225452,212451,307672,269084,40064,2623,91322,167995,20709,854,94.0,70.0
Himachal Pradesh,Mandi,31.635805940594054,76.96556930693067,27,999777,498065,501712,723747,572671,59324,5333,214491,431129,31696,1842,101.0,72.0
Himachal Pradesh,Shimla,31.155725451807253,77.62573042168668,33,814010,425039,388971,612642,430926,108888,9177,172754,279269,95896,1668,92.0,75.0
Himachal Pradesh,Sirmaur,30.682764453961443,77.43184689507493,32,529855,276289,253566,362645,280083,28904,2220,91509,171102,21054,930,92.0,68.0
Himachal Pradesh,Solan,31.03864311926604,76.94442140672783,31,580320,308754,271566,428578,298737,53722,5250,119866,192787,51509,1253,88.0,74.0
Himachal Pradesh,Una,31.58330388349513,76.18353932038836,29,521173,263692,257481,399715,215346,43809,2412,105929,185091,20126,987,98.0,77.0
Jammu and Kashmir,Doda,33.359614675767915,76.07163720136518,16,409936,213641,196295,219083,151912,7963,596,61831,122267,11350,1103,92.0,53.0
Jammu and Kashmir,Jammu,32.713199095022645,74.8477520361991,21,1529958,813821,716137,1137135,508622,197168,19905,294739,254566,248043,3525,88.0,74.0
Jammu and Kashmir,Kargil,33.565994894894914,76.63675315315312,4,140802,77785,63017,86236,51873,3285,235,15824,40370,7774,214,81.0,61.0
Jammu and Kashmir,Kathua,32.51781678321678,75.58901398601404,7,616435,326109,290326,389204,200431,32772,1443,109422,181374,33473,936,89.0,63.0
Jammu and Kashmir,Pulwama,33.88414418604652,75.00921860465118,12,560440,293064,267376,293958,188420,16828,1537,73629,147520,21703,1068,91.0,52.0
